Year,Category,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Disease,Sex,Count,Population,Rate,CI.lower,CI.upper
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,"Plague, human",Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Psittacosis,Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Q Fever,Overall,24,36858270,0.065,0.042,0.097
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,"Rabies, human",Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Relapsing Fever,Overall,12,36858270,0.033,0.017,0.057
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Salmonellosis,Overall,5049,36858270,13.698,13.323,14.082
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Scombroid Fish Poisoning,Overall,18,36858270,0.049,0.029,0.077
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Shiga Toxin Positive Feces (without culture confirmation),Overall,36,36858270,0.098,0.068,0.135
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Shigellosis,Overall,1642,36858270,4.455,4.242,4.676
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Spotted Fever Rickettsiosis,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Staphylococcus aureus Infection (cases resulting in death or ICU),Overall,197,36858270,0.534,0.462,0.615
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Streptococcal Infection (cases in food and dairy workers),Overall,7,36858270,0.019,0.008,0.039
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Tetanus,Overall,4,36858270,0.011,0.003,0.028
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Toxic Shock Syndrome (Non-Streptococcal),Overall,9,36858270,0.024,0.011,0.046
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Trichinosis,Overall,35,36858270,0.095,0.066,0.132
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Tuberculosis,Overall,2699,36858270,7.323,7.049,7.604
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Tularemia,Overall,2,36858270,0.005,0.001,0.02
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,"Typhoid Fever, case",Overall,79,36858270,0.214,0.17,0.267
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Typhus Fever,Overall,14,36858270,0.038,0.021,0.064
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Vibrio Infection (non-Cholera),Overall,110,36858270,0.298,0.245,0.36
2008,Health Status/Healthy Days,Mean physically unhealthy days,3.7,3.5,4.0,11401.0,Yersiniosis,Overall,84,36858270,0.228,0.182,0.282
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Amebiasis,Overall,436,36858270,1.183,1.074,1.299
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Anaplasmosis and Ehrlichiosis,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Babesiosis,Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,"Botulism, Foodborne",Overall,3,36858270,0.008,0.002,0.024
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,"Botulism, Other",Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,"Botulism, Wound",Overall,18,36858270,0.049,0.029,0.077
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Brucellosis,Overall,19,36858270,0.052,0.031,0.08
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Campylobacteriosis,Overall,5461,36858270,14.816,14.426,15.214
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Chlamydia,Overall,149255,36858270,404.943,402.895,406.999
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Cholera,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Ciguatera Fish Poisoning,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Coccidioidomycosis,Overall,2383,36858270,6.465,6.208,6.73
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Overall,34,36858270,0.092,0.064,0.129
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Cryptosporidiosis,Overall,271,36858270,0.735,0.65,0.828
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Cysticercosis or Taeniasis,Overall,37,36858270,0.1,0.071,0.138
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Dengue,Overall,8,36858270,0.022,0.009,0.043
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Diphtheria,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,E. coli O157,Overall,262,36858270,0.711,0.627,0.802
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,E. coli Other STEC (non-O157),Overall,36,36858270,0.098,0.068,0.135
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Early Syphilis,Overall,3827,36858270,10.383,10.057,10.717
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Giardiasis,Overall,1954,36858270,5.301,5.069,5.542
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Gonorrhea,Overall,25491,36858270,69.16,68.313,70.014
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Hantavirus Infection,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Hemolytic Uremic Syndrome,Overall,46,36858270,0.125,0.091,0.166
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,HIV,Overall,5727,36858270,15.538,15.138,15.946
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Invasive Meningococcal Disease,Overall,196,36858270,0.532,0.46,0.612
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Legionellosis,Overall,167,36858270,0.453,0.387,0.527
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Leprosy,Overall,13,36858270,0.035,0.019,0.06
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Leptospirosis,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Listeriosis,Overall,97,36858270,0.263,0.213,0.321
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Lyme Disease,Overall,69,36858270,0.187,0.146,0.237
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Malaria,Overall,126,36858270,0.342,0.285,0.407
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Measles,Overall,17,36858270,0.046,0.027,0.074
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Paralytic Shellfish Poisoning,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Pertussis,Overall,527,36858270,1.43,1.31,1.557
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,"Plague, human",Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Psittacosis,Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Q Fever,Overall,24,36858270,0.065,0.042,0.097
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,"Rabies, human",Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Relapsing Fever,Overall,12,36858270,0.033,0.017,0.057
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Salmonellosis,Overall,5049,36858270,13.698,13.323,14.082
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Scombroid Fish Poisoning,Overall,18,36858270,0.049,0.029,0.077
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Shiga Toxin Positive Feces (without culture confirmation),Overall,36,36858270,0.098,0.068,0.135
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Shigellosis,Overall,1642,36858270,4.455,4.242,4.676
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Spotted Fever Rickettsiosis,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Staphylococcus aureus Infection (cases resulting in death or ICU),Overall,197,36858270,0.534,0.462,0.615
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Streptococcal Infection (cases in food and dairy workers),Overall,7,36858270,0.019,0.008,0.039
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Tetanus,Overall,4,36858270,0.011,0.003,0.028
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Toxic Shock Syndrome (Non-Streptococcal),Overall,9,36858270,0.024,0.011,0.046
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Trichinosis,Overall,35,36858270,0.095,0.066,0.132
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Tuberculosis,Overall,2699,36858270,7.323,7.049,7.604
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Tularemia,Overall,2,36858270,0.005,0.001,0.02
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,"Typhoid Fever, case",Overall,79,36858270,0.214,0.17,0.267
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Typhus Fever,Overall,14,36858270,0.038,0.021,0.064
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Vibrio Infection (non-Cholera),Overall,110,36858270,0.298,0.245,0.36
2008,Health Status/Healthy Days,Percentage with 14 or more activity limitation days,8.1,7.3,8.8,11401.0,Yersiniosis,Overall,84,36858270,0.228,0.182,0.282
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Amebiasis,Overall,436,36858270,1.183,1.074,1.299
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Anaplasmosis and Ehrlichiosis,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Babesiosis,Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,"Botulism, Foodborne",Overall,3,36858270,0.008,0.002,0.024
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,"Botulism, Other",Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,"Botulism, Wound",Overall,18,36858270,0.049,0.029,0.077
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Brucellosis,Overall,19,36858270,0.052,0.031,0.08
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Campylobacteriosis,Overall,5461,36858270,14.816,14.426,15.214
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Chlamydia,Overall,149255,36858270,404.943,402.895,406.999
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Cholera,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Ciguatera Fish Poisoning,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Coccidioidomycosis,Overall,2383,36858270,6.465,6.208,6.73
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Overall,34,36858270,0.092,0.064,0.129
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Cryptosporidiosis,Overall,271,36858270,0.735,0.65,0.828
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Cysticercosis or Taeniasis,Overall,37,36858270,0.1,0.071,0.138
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Dengue,Overall,8,36858270,0.022,0.009,0.043
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Diphtheria,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,E. coli O157,Overall,262,36858270,0.711,0.627,0.802
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,E. coli Other STEC (non-O157),Overall,36,36858270,0.098,0.068,0.135
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Early Syphilis,Overall,3827,36858270,10.383,10.057,10.717
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Giardiasis,Overall,1954,36858270,5.301,5.069,5.542
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Gonorrhea,Overall,25491,36858270,69.16,68.313,70.014
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Hantavirus Infection,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Hemolytic Uremic Syndrome,Overall,46,36858270,0.125,0.091,0.166
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,HIV,Overall,5727,36858270,15.538,15.138,15.946
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Invasive Meningococcal Disease,Overall,196,36858270,0.532,0.46,0.612
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Legionellosis,Overall,167,36858270,0.453,0.387,0.527
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Leprosy,Overall,13,36858270,0.035,0.019,0.06
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Leptospirosis,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Listeriosis,Overall,97,36858270,0.263,0.213,0.321
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Lyme Disease,Overall,69,36858270,0.187,0.146,0.237
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Malaria,Overall,126,36858270,0.342,0.285,0.407
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Measles,Overall,17,36858270,0.046,0.027,0.074
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Paralytic Shellfish Poisoning,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Pertussis,Overall,527,36858270,1.43,1.31,1.557
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,"Plague, human",Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Psittacosis,Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Q Fever,Overall,24,36858270,0.065,0.042,0.097
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,"Rabies, human",Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Relapsing Fever,Overall,12,36858270,0.033,0.017,0.057
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Salmonellosis,Overall,5049,36858270,13.698,13.323,14.082
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Scombroid Fish Poisoning,Overall,18,36858270,0.049,0.029,0.077
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Shiga Toxin Positive Feces (without culture confirmation),Overall,36,36858270,0.098,0.068,0.135
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Shigellosis,Overall,1642,36858270,4.455,4.242,4.676
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Spotted Fever Rickettsiosis,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Staphylococcus aureus Infection (cases resulting in death or ICU),Overall,197,36858270,0.534,0.462,0.615
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Streptococcal Infection (cases in food and dairy workers),Overall,7,36858270,0.019,0.008,0.039
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Tetanus,Overall,4,36858270,0.011,0.003,0.028
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Toxic Shock Syndrome (Non-Streptococcal),Overall,9,36858270,0.024,0.011,0.046
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Trichinosis,Overall,35,36858270,0.095,0.066,0.132
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Tuberculosis,Overall,2699,36858270,7.323,7.049,7.604
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Tularemia,Overall,2,36858270,0.005,0.001,0.02
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,"Typhoid Fever, case",Overall,79,36858270,0.214,0.17,0.267
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Typhus Fever,Overall,14,36858270,0.038,0.021,0.064
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Vibrio Infection (non-Cholera),Overall,110,36858270,0.298,0.245,0.36
2008,Health Status/Healthy Days,Percentage with 14 or more mentally unhealthy days (Frequent Mental Distress),10.7,9.8,11.5,11401.0,Yersiniosis,Overall,84,36858270,0.228,0.182,0.282
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Amebiasis,Overall,436,36858270,1.183,1.074,1.299
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Anaplasmosis and Ehrlichiosis,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Babesiosis,Overall,1,36858270,0.003,0.0,0.015
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,"Botulism, Foodborne",Overall,3,36858270,0.008,0.002,0.024
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,"Botulism, Other",Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,"Botulism, Wound",Overall,18,36858270,0.049,0.029,0.077
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Brucellosis,Overall,19,36858270,0.052,0.031,0.08
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Campylobacteriosis,Overall,5461,36858270,14.816,14.426,15.214
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Chlamydia,Overall,149255,36858270,404.943,402.895,406.999
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Cholera,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Ciguatera Fish Poisoning,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Coccidioidomycosis,Overall,2383,36858270,6.465,6.208,6.73
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Overall,34,36858270,0.092,0.064,0.129
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Cryptosporidiosis,Overall,271,36858270,0.735,0.65,0.828
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Cysticercosis or Taeniasis,Overall,37,36858270,0.1,0.071,0.138
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Dengue,Overall,8,36858270,0.022,0.009,0.043
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Diphtheria,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,E. coli O157,Overall,262,36858270,0.711,0.627,0.802
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,E. coli Other STEC (non-O157),Overall,36,36858270,0.098,0.068,0.135
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Early Syphilis,Overall,3827,36858270,10.383,10.057,10.717
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Giardiasis,Overall,1954,36858270,5.301,5.069,5.542
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Gonorrhea,Overall,25491,36858270,69.16,68.313,70.014
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Hantavirus Infection,Overall,0,36858270,0.0,0.0,0.01
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Hemolytic Uremic Syndrome,Overall,46,36858270,0.125,0.091,0.166
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,HIV,Overall,5727,36858270,15.538,15.138,15.946
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Invasive Meningococcal Disease,Overall,196,36858270,0.532,0.46,0.612
2008,Health Status/Healthy Days,Percentage with 14 or more physically unhealthy days,11.3,10.4,12.1,11401.0,Legionellosis,Overall,167,36858270,0.453,0.387,0.527
